,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
1249,2015-05-08,Newcastle,7.5,19.8,0.0,,,,,NW,,4.0,0.0,64.0,39.0,,,0.0,0.0,12.7,19.5,No,No
1250,2017-02-01,PearceRAAF,17.1,29.5,29.6,,11.2,ESE,41.0,E,E,20.0,20.0,69.0,55.0,1017.6,1015.5,,,22.2,27.9,Yes,No
1251,2016-05-08,Woomera,14.7,20.6,21.2,3.2,1.2,NE,43.0,N,NW,26.0,31.0,99.0,63.0,1002.7,1000.6,8.0,7.0,16.6,19.4,Yes,No
1252,2016-04-08,WaggaWagga,11.0,21.8,0.0,4.4,2.4,SW,28.0,ENE,SW,9.0,9.0,58.0,26.0,1022.9,1020.7,7.0,7.0,15.5,21.2,No,No
1253,2013-08-03,Mildura,5.0,17.7,0.0,2.4,6.0,NW,48.0,NW,NW,17.0,26.0,83.0,43.0,1019.3,1014.5,2.0,7.0,9.4,16.4,No,Yes
1254,2012-07-27,Portland,10.3,12.2,4.6,1.6,1.6,S,41.0,S,SW,19.0,20.0,71.0,62.0,1016.6,1017.3,7.0,6.0,10.8,10.7,Yes,Yes
1255,2013-05-03,CoffsHarbour,14.2,22.8,0.0,3.4,,SW,35.0,WSW,SE,19.0,17.0,49.0,45.0,1026.1,1022.0,2.0,0.0,19.6,21.5,No,No
1256,2016-05-09,Sydney,18.0,22.2,1.6,1.0,0.0,NW,43.0,NNE,NNE,11.0,17.0,76.0,72.0,1008.8,1003.7,7.0,7.0,20.1,21.8,Yes,No
1257,2012-09-21,Nuriootpa,10.5,20.2,0.0,4.4,9.7,WSW,30.0,SW,S,15.0,11.0,77.0,48.0,1020.4,1018.8,3.0,1.0,12.9,19.4,No,No
1258,2010-01-20,Tuggeranong,8.8,30.3,0.0,,,WNW,44.0,N,WNW,4.0,26.0,34.0,18.0,1008.7,1007.4,,,20.1,28.4,No,No
1259,2011-11-12,Newcastle,16.5,26.4,0.0,,,,,N,SE,2.0,9.0,70.0,61.0,,,7.0,4.0,21.1,25.0,No,No
1260,2010-06-10,Portland,7.9,14.3,4.8,1.0,5.3,WSW,46.0,WSW,WSW,22.0,28.0,74.0,85.0,1023.0,1022.0,6.0,7.0,11.1,11.7,Yes,Yes
1261,2014-11-01,Albury,15.2,21.7,0.0,,,W,59.0,WNW,W,22.0,35.0,43.0,37.0,1002.3,1005.0,8.0,1.0,21.5,20.7,No,Yes
1262,2015-02-09,GoldCoast,20.8,30.2,0.0,,,SSE,54.0,SSE,SSE,20.0,41.0,62.0,60.0,1019.6,1019.0,,,27.5,28.4,No,Yes
1263,2013-01-26,Witchcliffe,12.7,29.2,0.0,,,SE,46.0,ESE,SSE,11.0,26.0,54.0,48.0,1022.9,1021.5,,,21.4,25.8,No,No
1264,2011-06-20,Albury,7.6,14.6,3.6,,,N,46.0,NNE,NNE,6.0,19.0,86.0,67.0,1015.4,1010.8,7.0,8.0,10.4,14.1,Yes,Yes
1265,2013-01-26,SydneyAirport,23.8,31.1,0.0,11.4,8.3,NE,72.0,NE,NE,20.0,43.0,71.0,60.0,1012.6,1010.8,7.0,6.0,26.5,29.2,No,Yes
1266,2008-07-15,Adelaide,11.1,14.7,4.0,2.8,2.3,WSW,43.0,W,WSW,17.0,24.0,91.0,72.0,1020.4,1020.1,,,12.0,13.0,Yes,No
1267,2014-04-27,Watsonia,5.1,16.7,1.0,3.0,9.4,SE,33.0,,SSE,0.0,11.0,91.0,47.0,1025.6,1022.2,2.0,1.0,8.9,16.3,No,No
1268,2016-08-16,Moree,6.7,22.0,0.0,4.4,,,,,,,,59.0,29.0,1032.0,1026.4,,,14.8,21.7,No,No
1269,2012-11-30,PerthAirport,13.2,20.5,1.4,5.8,8.5,WSW,59.0,SW,SW,24.0,28.0,50.0,39.0,1015.5,1016.3,7.0,3.0,17.0,19.0,Yes,No
1270,2013-09-07,Adelaide,7.9,19.9,0.0,,8.9,WSW,26.0,N,SW,2.0,13.0,62.0,56.0,1027.1,1025.2,,,14.7,17.8,No,No
1271,2009-11-05,Richmond,16.2,23.9,0.6,1.9,,ESE,39.0,SSW,E,9.0,24.0,77.0,65.0,1020.6,1021.0,,,20.3,20.5,No,No
1272,2013-12-03,Mildura,20.4,39.6,0.0,16.0,7.8,SSW,59.0,SW,N,15.0,19.0,51.0,12.0,1011.8,1005.9,7.0,3.0,21.7,37.4,No,Yes
1273,2013-03-11,SydneyAirport,21.0,27.8,0.2,7.8,9.3,E,41.0,SSW,ENE,9.0,35.0,83.0,57.0,1020.7,1019.5,5.0,5.0,22.8,26.3,No,No
1274,2012-05-29,Sydney,11.3,18.1,21.4,3.0,2.2,SSW,30.0,NW,S,9.0,17.0,94.0,69.0,1031.6,1030.6,,,12.1,16.6,Yes,Yes
1275,2010-01-11,MountGinini,14.6,27.7,0.0,,,W,35.0,NW,WNW,20.0,13.0,58.0,41.0,,,,,19.6,27.6,No,No
1276,2011-03-12,Launceston,10.1,24.0,0.0,,,NW,22.0,E,NW,2.0,13.0,81.0,69.0,1020.1,1017.3,,,13.7,22.8,No,No
1277,2016-08-26,NorahHead,7.5,14.6,2.2,,,SSE,50.0,WSW,NW,13.0,9.0,65.0,87.0,1018.4,1017.3,,,11.0,11.8,Yes,Yes
1278,2014-05-08,MountGambier,1.6,15.9,0.0,0.8,9.1,NNE,30.0,NE,NNE,11.0,17.0,83.0,50.0,1026.0,1021.9,1.0,3.0,7.8,15.5,No,No
1279,2016-06-08,Penrith,7.2,20.6,0.0,,,NW,35.0,S,NNW,4.0,6.0,94.0,45.0,,,,,11.5,20.0,No,No
1280,2017-04-03,Nhil,4.3,23.4,0.0,,,ESE,37.0,SE,SE,19.0,11.0,64.0,30.0,1030.3,1026.6,,,12.7,22.4,No,No
1281,2013-01-27,PearceRAAF,21.0,36.5,0.0,,13.1,ESE,61.0,E,ESE,19.0,15.0,31.0,18.0,1020.7,1017.7,,,27.8,34.5,No,No
1282,2012-10-04,Ballarat,9.3,25.7,0.0,,,NW,59.0,N,WNW,26.0,37.0,53.0,25.0,1014.8,1011.4,,,16.6,25.2,No,No
1283,2010-09-28,Canberra,8.1,16.9,0.0,6.6,9.6,NW,63.0,NW,NW,39.0,33.0,48.0,32.0,1012.8,1012.4,1.0,7.0,13.3,15.0,No,No
1284,2016-02-06,WaggaWagga,13.7,29.1,0.0,8.0,13.3,E,41.0,E,,20.0,0.0,59.0,34.0,1017.4,1014.2,1.0,1.0,20.4,27.4,No,No
1285,2015-01-29,Launceston,11.3,21.2,0.0,,,SSE,48.0,SSE,SSE,26.0,26.0,55.0,39.0,,,7.0,8.0,15.4,19.9,No,No
1286,2015-04-11,Townsville,21.2,32.3,0.0,8.0,11.0,ENE,39.0,S,ENE,13.0,31.0,56.0,63.0,1014.6,1010.9,1.0,2.0,28.3,29.5,No,No
1287,2016-12-04,MountGambier,7.2,29.4,0.0,,,NNW,76.0,NNE,N,15.0,28.0,65.0,98.0,1007.2,1005.3,,8.0,20.3,20.0,No,Yes
1288,2013-07-17,WaggaWagga,11.9,18.7,4.2,1.2,2.2,NNE,37.0,NE,NNE,7.0,15.0,96.0,71.0,1022.8,1019.3,8.0,6.0,13.2,17.6,Yes,No
1289,2010-08-21,Hobart,6.0,14.5,13.6,1.8,7.5,WNW,54.0,NNW,W,9.0,24.0,79.0,44.0,1001.4,1003.8,7.0,6.0,8.2,13.3,Yes,No
1290,2012-02-08,WaggaWagga,11.4,28.2,0.0,7.2,12.8,NE,31.0,,WNW,0.0,15.0,62.0,37.0,1010.9,1009.0,1.0,2.0,18.5,27.0,No,No
1291,2016-04-20,Sydney,16.7,25.5,15.8,3.4,10.3,E,22.0,W,E,15.0,13.0,82.0,66.0,1024.6,1022.0,3.0,2.0,19.3,23.2,Yes,No
1292,2011-09-12,Brisbane,8.8,21.6,0.0,7.4,8.3,ENE,26.0,SSW,NE,6.0,6.0,42.0,38.0,1021.0,1020.0,1.0,7.0,17.7,19.0,No,No
1293,2010-06-29,Darwin,22.2,32.8,0.0,6.0,10.8,E,43.0,ESE,E,30.0,28.0,48.0,38.0,1013.1,1010.4,6.0,6.0,26.3,31.9,No,No
1294,2011-05-20,AliceSprings,6.7,27.9,0.0,4.6,10.3,ESE,28.0,,ESE,0.0,15.0,48.0,18.0,1020.6,1016.2,1.0,3.0,16.1,27.5,No,No
1295,2009-07-23,Perth,11.2,16.0,11.0,1.8,3.8,SSW,26.0,S,S,7.0,11.0,91.0,59.0,1018.3,1018.0,7.0,7.0,11.9,15.4,Yes,No
1296,2016-02-04,Wollongong,18.4,22.9,18.2,,,S,72.0,SW,S,33.0,57.0,84.0,64.0,1013.2,1013.8,8.0,6.0,20.0,22.3,Yes,No
1297,2009-04-13,Nuriootpa,6.0,29.1,0.0,4.8,10.7,NW,37.0,NNE,W,9.0,15.0,17.0,10.0,1020.6,1015.9,0.0,3.0,22.4,28.4,No,No
1298,2011-05-11,Mildura,6.9,15.9,0.0,2.2,3.2,WSW,41.0,W,WSW,19.0,26.0,89.0,52.0,1018.3,1015.4,7.0,7.0,9.6,15.3,No,No
1299,2014-04-14,Uluru,12.6,26.5,0.0,,,SSE,44.0,SE,ESE,24.0,20.0,52.0,27.0,1018.7,1015.1,,,18.4,25.6,No,No
1300,2015-09-29,Watsonia,7.7,17.0,0.0,3.4,6.5,WSW,31.0,W,SW,13.0,9.0,63.0,60.0,1017.7,1017.2,2.0,7.0,12.4,15.5,No,No
1301,2016-05-22,Albany,7.8,16.5,22.6,,,,,N,,17.0,,87.0,,1011.9,1012.9,5.0,,11.2,,Yes,Yes
1302,2013-09-04,Walpole,7.6,16.0,21.2,,,W,70.0,WNW,WNW,20.0,37.0,74.0,68.0,1019.6,1020.0,,,10.9,14.0,Yes,Yes
1303,2016-02-29,Nhil,10.1,29.0,0.0,,,E,31.0,E,SE,20.0,9.0,72.0,31.0,1020.9,1018.8,,,16.5,26.7,No,No
1304,2010-07-23,Bendigo,1.8,14.4,0.2,1.4,,SE,28.0,SE,,13.0,0.0,90.0,67.0,1035.4,1032.8,1.0,7.0,8.9,13.0,No,No
1305,2009-05-07,Brisbane,16.6,24.4,1.4,3.6,4.4,SSE,22.0,SSW,ESE,9.0,7.0,69.0,63.0,1024.2,1020.5,7.0,7.0,19.8,22.1,Yes,Yes
1306,2016-01-06,Sydney,17.4,18.6,51.4,8.0,0.0,SE,48.0,SE,SSE,19.0,20.0,92.0,91.0,1012.3,1011.6,8.0,8.0,18.2,17.9,Yes,Yes
1307,2016-07-29,SydneyAirport,7.3,19.7,0.0,4.0,10.1,WSW,52.0,WNW,WNW,24.0,20.0,54.0,28.0,1022.9,1017.8,1.0,2.0,11.0,19.1,No,No
1308,2012-07-31,Albury,-1.3,13.9,0.0,,,SSE,20.0,,ENE,0.0,9.0,80.0,47.0,1029.1,1025.5,,,4.8,12.4,No,No
1309,2015-04-05,AliceSprings,21.2,34.6,0.0,8.8,7.3,SSE,35.0,ESE,SSE,15.0,13.0,34.0,22.0,1013.9,1009.0,6.0,7.0,26.2,32.7,No,No
1310,2015-02-25,Moree,20.9,35.6,0.0,11.8,11.1,SE,56.0,NE,ESE,17.0,7.0,54.0,29.0,1012.7,1008.3,1.0,1.0,25.6,33.4,No,No
1311,2009-07-30,BadgerysCreek,1.2,19.3,0.0,,,WSW,37.0,NNE,WNW,2.0,7.0,84.0,43.0,1024.5,1019.3,,,9.0,17.8,No,No
1312,2015-12-04,Cairns,24.8,32.1,0.2,7.4,11.3,SE,52.0,SE,ESE,28.0,30.0,59.0,53.0,1015.2,1012.6,3.0,3.0,29.8,31.7,No,No
1313,2013-06-15,AliceSprings,2.0,18.0,0.0,4.2,6.8,ESE,35.0,E,ESE,6.0,19.0,62.0,33.0,1022.1,1018.3,2.0,6.0,9.6,17.4,No,No
1314,2014-12-03,MountGinini,11.7,20.2,0.0,,,WSW,44.0,NW,W,15.0,13.0,44.0,97.0,,,,,16.5,11.6,No,Yes
1315,2013-09-01,MountGinini,3.0,14.1,0.0,,,SW,31.0,WNW,SW,9.0,6.0,52.0,33.0,,,,,7.8,13.9,No,No
1316,2015-09-20,Moree,10.7,25.0,0.0,,,ENE,31.0,ENE,SE,20.0,11.0,51.0,30.0,1021.6,1017.5,7.0,8.0,18.7,23.1,No,No
1317,2011-08-22,Launceston,2.3,16.2,0.0,,,NNW,20.0,E,NW,2.0,13.0,99.0,68.0,1039.1,1036.2,,,4.0,15.0,No,No
1318,2009-08-03,MountGambier,4.6,13.5,4.2,2.2,3.0,W,65.0,NNW,NNW,11.0,20.0,71.0,57.0,1023.8,1021.2,7.0,7.0,8.9,11.8,Yes,No
1319,2011-03-02,CoffsHarbour,20.1,27.3,9.4,6.2,5.0,WSW,39.0,WSW,SW,20.0,20.0,82.0,82.0,1014.0,1012.5,7.0,7.0,24.2,24.7,Yes,Yes
1320,2013-08-01,Bendigo,-2.2,12.4,0.0,1.7,,N,20.0,SE,N,9.0,13.0,96.0,59.0,1023.7,1019.9,,8.0,3.1,11.0,No,No
1321,2015-12-25,Darwin,24.4,28.8,70.8,6.8,0.2,W,78.0,W,W,39.0,43.0,93.0,77.0,1002.3,1001.0,8.0,8.0,25.7,27.6,Yes,Yes
1322,2015-08-13,Penrith,5.9,19.4,0.4,,,WNW,35.0,WSW,WSW,11.0,9.0,47.0,28.0,,,,,13.7,19.1,No,No
1323,2011-08-20,WaggaWagga,2.9,18.0,0.0,1.6,10.8,SE,30.0,N,SSW,9.0,13.0,67.0,32.0,1031.2,1029.9,0.0,1.0,10.4,17.8,No,No
1324,2013-08-05,MelbourneAirport,9.5,14.9,0.2,2.2,2.7,N,69.0,N,N,28.0,35.0,68.0,60.0,1012.8,1008.3,6.0,7.0,11.7,14.1,No,Yes
1325,2015-03-06,Woomera,13.0,28.5,0.0,12.0,11.6,SSE,37.0,SSE,SSW,24.0,19.0,67.0,20.0,1019.3,1015.9,3.0,,16.1,25.8,No,No
1326,2016-08-23,Newcastle,8.0,17.8,3.4,,,,,NW,,9.0,,88.0,,,,2.0,,12.5,,Yes,No
1327,2016-09-10,Sale,11.9,15.7,3.6,,,WSW,65.0,W,WSW,15.0,31.0,90.0,58.0,1012.5,1014.3,8.0,5.0,13.6,14.7,Yes,No
1328,2016-08-21,Wollongong,10.0,19.5,0.0,,,W,39.0,SW,W,20.0,15.0,50.0,35.0,1018.6,1016.0,,,14.2,18.8,No,No
1329,2013-05-14,Nuriootpa,8.9,14.7,3.0,1.6,6.6,W,44.0,WNW,WSW,15.0,24.0,97.0,71.0,1014.9,1014.0,8.0,7.0,10.9,12.9,Yes,Yes
1330,2015-10-05,Woomera,17.3,37.1,0.0,14.8,10.9,NNW,70.0,N,NNW,17.0,37.0,11.0,0.0,1021.1,1016.6,1.0,0.0,25.4,36.6,No,No
1331,2010-01-01,Portland,14.3,19.8,0.0,11.4,11.0,SW,41.0,SSE,SE,11.0,19.0,67.0,61.0,1011.6,1009.8,8.0,7.0,15.6,18.5,No,No
1332,2010-03-29,Ballarat,15.4,21.3,12.6,,,WNW,31.0,NNW,SW,15.0,17.0,99.0,65.0,1014.0,1015.4,7.0,6.0,16.5,19.9,Yes,No
1333,2016-11-14,Uluru,12.4,30.4,0.0,,,E,44.0,E,SSE,30.0,19.0,25.0,14.0,1018.1,1014.4,,,22.0,27.7,No,No
1334,2013-12-29,Penrith,17.8,26.6,0.0,,,SSE,37.0,SSE,ESE,26.0,20.0,52.0,36.0,,,,,22.6,25.5,No,No
1335,2017-01-07,AliceSprings,24.1,37.2,0.0,,,NNE,35.0,NNE,NNE,20.0,17.0,44.0,29.0,1003.3,999.9,,5.0,31.5,36.1,No,No
1336,2009-09-17,Bendigo,10.9,14.7,0.8,3.4,,SW,50.0,,N,0.0,7.0,79.0,94.0,1010.6,1009.0,8.0,8.0,12.5,12.9,No,Yes
1337,2015-08-21,Tuggeranong,-2.8,17.0,0.0,,,NNW,33.0,,NNW,0.0,19.0,81.0,51.0,1026.3,1021.7,,,5.4,15.4,No,Yes
1338,2009-06-25,Brisbane,10.9,19.3,0.2,1.4,1.0,W,13.0,SW,ENE,7.0,6.0,91.0,70.0,1018.4,1014.5,7.0,7.0,12.7,19.1,No,No
1339,2010-12-04,SalmonGums,5.6,24.3,0.2,,,SW,39.0,WNW,SW,26.0,28.0,51.0,49.0,,,,,19.1,20.5,No,No
1340,2015-05-18,Dartmoor,2.9,19.1,0.2,2.0,6.6,N,30.0,,NNE,0.0,11.0,,,1027.8,1021.7,,,8.2,17.9,No,Yes
1341,2011-10-01,GoldCoast,12.4,27.4,0.0,,,W,76.0,SSE,W,11.0,37.0,63.0,21.0,1005.5,1001.3,,,21.3,25.4,No,No
1342,2013-07-02,Wollongong,9.3,19.4,0.0,,,N,22.0,,E,0.0,7.0,70.0,58.0,1024.3,1020.7,,,13.9,18.3,No,No
1343,2017-03-06,Ballarat,13.9,25.0,0.0,,,SE,61.0,SE,SE,35.0,35.0,81.0,41.0,1016.6,1015.7,1.0,,16.1,23.4,No,No
1344,2008-05-22,Canberra,2.4,14.7,0.0,2.6,9.2,ESE,20.0,SSE,E,7.0,6.0,74.0,43.0,1030.4,1026.0,1.0,1.0,5.9,13.8,No,No
1345,2016-08-18,Sale,1.0,22.4,0.0,,,NE,30.0,NE,NNE,9.0,20.0,97.0,44.0,1020.3,1014.9,,,8.9,22.3,No,No
1346,2010-05-19,Witchcliffe,6.1,20.5,0.0,,,S,28.0,,SSE,0.0,17.0,99.0,63.0,1014.5,1013.7,,,13.6,19.3,No,No
1347,2011-12-14,Penrith,13.2,23.8,2.0,,,ESE,26.0,SSW,ESE,11.0,11.0,65.0,50.0,,,,,18.5,21.7,Yes,No
1348,2014-07-27,Bendigo,-0.1,14.2,0.2,,,N,31.0,,N,0.0,17.0,99.0,78.0,1026.6,1021.8,8.0,7.0,3.8,13.2,No,No
1349,2011-12-01,Portland,9.2,16.6,1.0,5.2,9.2,WSW,41.0,SSW,SSE,17.0,17.0,66.0,56.0,1025.5,1027.7,3.0,5.0,13.9,16.2,No,No
1350,2013-12-29,NorfolkIsland,18.8,23.7,13.2,6.6,11.8,SW,39.0,WSW,WSW,19.0,24.0,69.0,57.0,1008.9,1008.6,2.0,2.0,21.6,22.7,Yes,No
1351,2011-07-17,Melbourne,4.6,14.1,0.0,1.4,2.5,N,57.0,N,NNE,30.0,28.0,75.0,69.0,1020.3,1017.8,,,10.7,13.2,No,Yes
1352,2016-11-08,Walpole,7.7,17.6,0.0,,,S,26.0,W,S,7.0,15.0,67.0,78.0,1015.9,1013.0,,,14.6,14.4,No,No
1353,2016-11-26,Canberra,7.9,24.7,0.0,,,N,44.0,NNW,NW,7.0,28.0,69.0,34.0,1016.7,1013.6,1.0,,16.0,24.0,No,No
1354,2014-11-13,GoldCoast,20.4,27.5,0.0,,,ENE,33.0,SSE,ENE,17.0,19.0,90.0,76.0,1018.9,1017.1,,,21.8,23.6,No,No
1355,2016-11-15,Hobart,9.7,19.3,0.4,2.4,8.0,WSW,69.0,NNW,SW,20.0,30.0,62.0,50.0,1008.5,1008.4,7.0,6.0,14.7,17.9,No,No
1356,2011-05-16,Tuggeranong,-5.0,10.4,0.0,,,NW,19.0,WNW,N,4.0,7.0,99.0,72.0,1031.4,1028.2,,,0.1,9.2,No,No
1357,2016-11-06,Albury,7.9,20.9,0.0,,,W,39.0,W,WSW,20.0,17.0,66.0,43.0,1012.4,1010.9,2.0,1.0,12.8,19.8,No,No
1358,2015-11-13,Wollongong,16.9,23.8,2.0,,,S,39.0,NE,S,15.0,20.0,77.0,83.0,1012.0,1011.6,,5.0,21.2,20.5,Yes,Yes
1359,2015-04-13,Perth,12.1,23.4,1.0,2.8,10.2,WSW,26.0,SSW,SW,6.0,11.0,78.0,59.0,1016.6,1013.5,1.0,4.0,18.2,22.7,No,No
1360,2014-05-13,WaggaWagga,7.3,20.3,0.0,1.8,9.3,E,28.0,E,E,15.0,9.0,71.0,48.0,1030.4,1026.8,2.0,1.0,13.3,20.0,No,No
1361,2017-04-15,Watsonia,10.1,18.3,0.2,1.8,2.2,WSW,20.0,WSW,SSW,6.0,9.0,81.0,56.0,1022.3,1019.7,7.0,7.0,12.8,15.2,No,No
1362,2009-11-14,Williamtown,12.5,26.7,0.0,3.4,12.8,SE,33.0,W,ESE,11.0,19.0,69.0,55.0,1016.3,1011.0,2.0,2.0,20.9,25.8,No,No
1363,2009-04-11,Newcastle,,,0.0,,,,,,,,,,74.0,,,,8.0,,23.0,No,No
1364,2009-10-14,SydneyAirport,16.3,22.8,0.0,11.2,8.9,WNW,91.0,NW,WNW,33.0,48.0,29.0,31.0,1000.5,1000.6,1.0,6.0,20.2,18.5,No,No
1365,2010-06-10,Hobart,3.5,12.8,3.2,1.4,3.6,WSW,46.0,NNW,N,22.0,24.0,58.0,58.0,1011.3,1007.5,6.0,6.0,8.0,12.4,Yes,No
1366,2011-10-26,Sale,5.3,18.1,0.2,4.2,12.7,E,48.0,NE,E,17.0,33.0,55.0,47.0,1024.1,1022.2,1.0,1.0,13.8,17.5,No,No
1367,2010-07-11,Cobar,12.0,18.4,0.2,3.2,2.7,W,22.0,WSW,W,6.0,4.0,75.0,59.0,1022.4,1020.3,7.0,7.0,14.7,17.1,No,No
1368,2013-03-11,Sydney,20.7,27.4,0.0,7.8,9.3,ENE,35.0,W,E,9.0,26.0,72.0,64.0,1020.7,1019.6,5.0,5.0,23.2,25.4,No,No
1369,2010-10-19,Albany,12.4,32.3,0.0,5.8,12.4,,,N,WSW,20.0,22.0,20.0,51.0,1012.9,1011.3,0.0,0.0,27.2,22.2,No,No
1370,2017-01-01,Woomera,18.5,30.1,0.0,,,SSW,57.0,S,SSW,35.0,33.0,67.0,32.0,1010.8,1010.0,,,19.9,28.7,No,No
1371,2009-09-06,Williamtown,6.1,20.1,0.0,,10.2,SE,37.0,NW,E,15.0,22.0,67.0,53.0,1018.7,1014.1,,,13.6,19.1,No,No
1372,2015-01-03,Adelaide,24.4,38.2,0.0,,,SW,56.0,SSW,S,15.0,28.0,33.0,17.0,1005.8,1007.3,,,29.2,35.4,No,No
1373,2009-03-28,NorahHead,17.5,24.4,0.6,,,NE,30.0,WSW,ENE,13.0,19.0,85.0,54.0,1025.2,1023.1,,,18.4,22.8,No,No
1374,2014-03-11,Albury,18.6,34.3,0.0,,,WNW,50.0,,NNW,0.0,19.0,59.0,27.0,1021.2,1017.2,4.0,,22.5,33.2,No,Yes
1375,2012-10-03,Nuriootpa,6.3,27.0,0.0,5.6,11.9,WNW,43.0,NNW,WNW,20.0,20.0,23.0,12.0,1025.4,1019.7,0.0,0.0,21.1,26.3,No,No
1376,2012-08-02,Bendigo,-0.6,11.6,0.0,,,NE,28.0,,N,0.0,13.0,95.0,64.0,1022.8,1018.5,7.0,7.0,4.0,10.9,No,No
1377,2013-10-12,Woomera,10.3,30.7,0.0,,,SW,65.0,N,NNW,7.0,22.0,19.0,7.0,1013.3,1007.1,,,19.2,29.2,No,No
1378,2013-12-10,Melbourne,12.5,21.0,,4.2,8.9,WNW,61.0,W,W,31.0,37.0,46.0,35.0,1007.3,1007.5,,,15.2,19.4,,Yes
1379,2011-01-14,Melbourne,20.5,26.9,28.2,2.8,6.3,N,72.0,WSW,SE,24.0,9.0,87.0,68.0,1001.4,1004.0,8.0,4.0,20.5,23.3,Yes,Yes
1380,2015-12-13,Brisbane,19.7,27.3,9.8,4.4,4.5,E,28.0,SSW,SE,6.0,11.0,91.0,41.0,1018.7,1016.6,8.0,4.0,20.7,26.7,Yes,No
1381,2016-05-24,PearceRAAF,13.6,19.5,16.2,,6.1,N,57.0,SSW,WSW,7.0,26.0,97.0,57.0,1007.2,1007.9,8.0,1.0,15.9,18.1,Yes,No
1382,2015-08-16,Townsville,13.5,25.9,0.0,8.0,10.6,ENE,41.0,SE,ENE,9.0,30.0,49.0,40.0,1022.4,1018.4,1.0,3.0,20.9,24.8,No,No
1383,2009-06-13,Williamtown,3.2,16.6,0.0,2.8,4.5,WNW,30.0,NW,NW,13.0,9.0,80.0,58.0,1018.6,1014.9,7.0,,8.1,15.3,No,No
1384,2009-02-17,NorfolkIsland,23.2,27.4,0.2,4.2,5.2,NE,30.0,NE,SSE,13.0,9.0,87.0,83.0,1014.8,1014.3,6.0,5.0,25.2,26.4,No,No
1385,2009-11-03,Walpole,6.9,18.2,0.0,,,ESE,43.0,E,SE,15.0,30.0,66.0,69.0,1027.7,1024.4,,,14.0,16.4,No,No
1386,2009-10-12,Wollongong,13.8,22.9,0.0,,,NW,61.0,W,,6.0,0.0,55.0,75.0,1010.7,1005.4,,8.0,18.9,18.0,No,No
1387,2009-06-13,Sydney,7.8,18.5,0.0,2.6,4.6,,,W,WNW,9.0,7.0,70.0,40.0,1017.7,1014.0,7.0,7.0,9.4,16.8,No,No
1388,2010-04-08,Perth,14.5,25.3,0.0,5.6,10.4,SSW,31.0,SW,SW,6.0,17.0,67.0,59.0,1018.1,1015.9,0.0,2.0,20.6,23.4,No,No
1389,2010-08-10,Moree,14.1,16.8,3.0,4.2,0.0,NE,56.0,NE,NNE,37.0,17.0,93.0,93.0,1017.5,1013.6,8.0,8.0,14.6,16.2,Yes,Yes
1390,2014-04-10,Witchcliffe,12.9,30.1,0.0,,,N,35.0,ESE,NE,6.0,11.0,56.0,32.0,1015.8,1013.5,,,21.2,29.5,No,No
1391,2011-02-26,GoldCoast,19.7,28.9,0.0,,,ENE,28.0,WNW,NE,6.0,20.0,54.0,61.0,1014.2,1011.4,,,26.9,27.8,No,No
1392,2011-08-08,Brisbane,12.9,23.9,0.0,4.0,10.1,W,31.0,W,WNW,13.0,9.0,61.0,31.0,1014.1,1009.2,6.0,2.0,18.6,23.4,No,No
1393,2016-08-07,Perth,10.3,17.7,5.0,4.2,7.1,NW,54.0,WNW,WNW,11.0,17.0,63.0,45.0,1013.4,1012.9,6.0,4.0,14.6,17.1,Yes,Yes
1394,2012-02-03,Dartmoor,12.1,31.1,0.0,4.8,12.7,SSW,39.0,ESE,SSW,6.0,24.0,83.0,43.0,1007.6,1004.2,,,16.7,28.2,No,No
1395,2014-12-12,NorahHead,17.9,21.0,1.6,,,S,78.0,SSE,S,57.0,48.0,74.0,69.0,1015.9,1017.1,,,19.0,20.4,Yes,No
1396,2011-07-17,Mildura,6.6,16.0,0.0,0.8,2.8,NNE,31.0,N,NW,17.0,15.0,93.0,75.0,1021.1,1018.3,7.0,7.0,8.0,12.2,No,Yes
1397,2013-01-23,Penrith,20.9,26.6,0.4,,,ESE,30.0,SE,SE,7.0,13.0,81.0,59.0,,,,,21.8,26.0,No,No
1398,2017-01-28,Ballarat,10.7,30.0,0.0,,,W,41.0,N,W,11.0,19.0,52.0,20.0,1013.6,1014.0,,,22.3,28.2,No,No
1399,2015-09-06,Nhil,6.4,18.0,0.0,,,WNW,67.0,NNE,NNW,11.0,33.0,94.0,88.0,1018.2,1010.9,,,9.5,13.5,No,Yes
1400,2011-11-12,Richmond,18.1,28.7,0.0,,,ENE,35.0,SSW,ENE,4.0,15.0,70.0,42.0,1019.4,1014.1,,,20.7,27.7,No,No
1401,2016-01-20,Townsville,25.3,32.4,0.0,11.0,11.6,NE,41.0,ESE,NE,19.0,31.0,55.0,53.0,1016.6,1012.4,2.0,2.0,29.7,31.3,No,No
1402,2013-03-26,Mildura,14.6,34.8,0.0,6.6,11.2,NNE,28.0,NNE,NNW,13.0,15.0,49.0,19.0,1015.9,1011.4,2.0,1.0,20.4,33.4,No,No
